station_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
VILLAFRANCA C.,0.16917019,-0.17077444,-0.15830584,-0.090161294,0.22051844,-0.001506514,-0.03968059,0.12632777,0.124701016,-0.07725234,-0.76597273,0.27798203,0.34335262,-0.1637574,0.33636037,0.039290927,0.12533635,0.36632797,-0.061658073,0.64079547,-1.0017003,0.6273713,0.28616574,-0.7133582,-0.62466687,0.0852092,-0.1748892,-0.02474014,-0.0058147334,-0.18439041,-0.12577994,0.2498489,-0.19190498,0.40599474,0.038910817,0.12233827,-0.41937202,-0.19002715,0.34071627,0.16855583,-0.7453226,0.10368978,0.73664254,-0.6012092,-0.23738337,-0.35687685,0.089082785,-0.39061454,-0.062487338,-0.52079767,0.20854275,-0.32940298,0.008122684,0.43374205,0.40765354,-0.35975757,0.34590468,-0.48430413,-0.25138658,-0.21907835,-0.06961277,0.4884522,-0.5533892,-0.090955585
ARCISATE,-0.21565007,0.38030308,-0.48446506,0.008754192,0.16086742,-0.44183972,-0.12931749,0.35925755,-0.3663175,-0.2514054,-0.13048148,-0.36905622,0.55943936,-0.0044512516,-0.024734696,0.3242752,0.08498034,-0.15530607,0.075088136,0.87381226,-0.00091011624,0.23304051,0.6929772,-0.31136724,-0.20607279,0.17041402,-0.27121592,-0.66718465,0.45428172,-0.1282485,0.71128684,0.08835429,-0.278336,0.20422302,0.09155701,-0.0061474163,-0.38517603,0.08933137,0.058258828,0.32758084,-0.012206418,0.25329182,-0.077105,-0.34146845,-0.27790612,0.16071437,0.48542747,-0.3123513,0.017906316,-0.6920455,-0.25848213,-0.06936612,-0.089609,0.793314,0.53975123,0.015500273,-0.74490035,0.0069993315,-0.2012945,-0.37269127,-0.86055803,-0.5096434,-0.46727774,0.09539988
LANUVIO,0.9304602,0.1759917,-0.39826286,-0.25129467,0.094419114,-0.35376954,0.07167937,0.16208261,-0.5103466,0.4058487,-0.39568314,0.4567798,-0.43284985,0.23209737,0.2462098,0.19972971,-0.18154435,0.62418276,0.1359316,0.83298486,0.5989302,0.3143413,-0.025777722,-0.7761568,0.1337516,0.06294997,-0.20081265,-0.07896897,0.7060276,-0.51140755,-0.20279509,0.34566835,0.61466104,-0.2462911,0.111465484,0.7468852,-0.15723553,-0.008522101,-0.15495048,-0.24634776,-0.22862566,0.113504134,0.16156006,0.31944862,0.022813573,0.016014636,0.33147427,0.15683712,0.0032566427,-0.5433619,0.15632185,-0.10027076,-0.21141212,0.14109807,0.46379456,0.64446527,-0.09472477,-0.42572245,0.30397516,0.27019367,-0.19989376,0.039128177,0.12671137,0.09547838
PONTECAGNANO,0.041991334,-0.39984038,-0.20855424,-0.09018357,0.3295075,-0.20650123,-0.2468294,-0.3265535,-0.42786512,0.08166626,0.5670576,0.022463026,-0.40083075,0.13347697,0.46386027,-0.2761077,-0.23843177,-0.086477205,0.195542,-0.004055276,-0.1704448,0.006593193,0.275742,-0.47444478,-0.66863304,-0.20965351,0.46930188,0.0052456004,0.53024787,0.31093425,0.02277883,0.14069843,0.16697957,-0.2325562,0.008831421,0.32114512,-0.42473418,-0.00048793992,-0.42849898,-0.1572997,-0.124489404,-0.012846354,-0.10212974,-0.17027606,0.014098475,-0.14070572,-0.065550834,0.0653777,0.33523726,0.056971025,0.7601778,-0.44759065,0.23382406,0.29821932,0.16157669,0.32001936,-0.22204946,-0.9849841,-0.52934396,0.43338346,-0.018216953,-0.14376053,-0.061740823,0.2992701
ANAGNI-FIUGGI,0.29048002,-0.074337035,0.06738969,0.4903966,-0.12348024,0.08686723,0.18992278,-0.20775628,-0.5072791,0.27006745,-0.29607373,0.581093,-0.6273977,0.218861,0.053317636,-0.07786849,-0.06467608,0.39172465,0.21829611,0.98093927,0.24869455,0.20201436,-0.22373286,-0.14867534,-0.25151446,-0.12950811,0.12737373,-0.30585095,0.56560874,0.18442345,0.092365116,0.6272134,0.38487452,-0.6622635,-0.48492137,0.5835803,-0.6536155,-0.2665523,0.13206747,-0.4023526,-0.0013836502,0.114324994,0.08723821,0.5408121,-0.08198176,0.62699234,0.10491694,-0.004951193,0.47523272,-0.11064292,0.1206285,-0.00875192,-0.007096666,0.35100043,0.5993475,0.46772024,-0.2639193,-0.5952252,-0.27983627,0.20774195,0.005469344,-0.0816171,-0.3630341,0.028805815
SANTA SEVERA,0.25419173,0.29276812,-0.37492007,0.023613034,0.080230296,-0.5783583,-0.08201784,-0.29034087,-0.31045094,0.40569273,-0.29819283,0.4531749,-0.47747535,0.27042517,0.8826881,0.26659358,0.024779573,-0.099396355,0.19684947,0.69413835,0.49282017,0.5022141,-0.2390309,-0.1672239,0.02268459,-0.44129953,-0.19927695,-0.23656462,0.17240535,-0.6514066,0.048051108,-0.11579021,0.0479478,-0.400463,0.07669742,0.32266545,-0.58310324,0.08416609,0.57389635,0.25528607,0.013539786,-0.29854992,-0.20180267,0.1347873,-0.041132897,0.35951626,-0.20232587,-0.057004042,0.18642752,0.16490977,-0.24069457,-0.41869015,0.3097044,-0.035837788,0.25259966,0.30117366,-0.04221609,-0.0898267,-0.49265027,0.04602372,-0.066476524,0.355506,-0.25227433,0.4601998
MILANO VENEZIA,-0.29069722,-0.03997714,-0.2737283,0.20162328,-0.033030353,-0.4850089,0.0964627,-0.26703966,-0.3294173,-0.28680304,-0.064483546,-0.47584873,-0.3978235,0.01913515,-0.21726759,0.21298632,0.20278668,-0.1823888,0.058035195,0.66801476,0.44156426,0.16984895,0.5761767,-0.22978403,-0.8883407,0.107038274,-0.12668774,-0.4852152,0.60058945,-0.22273627,-0.2251597,0.03831368,-0.5908525,0.07713235,0.35556504,-0.14469096,-0.14689139,0.41369218,-0.15457474,0.40778938,-0.3443454,0.42312607,0.24421617,-0.34557086,-0.21612301,-0.0034524912,0.4862702,-0.06749067,-0.2053526,-0.080672726,0.19001342,0.10212988,-0.06026437,0.8083187,0.40447927,-0.2227973,-0.02844234,0.13011801,-0.14972225,-0.60115546,-0.499794,-0.40211233,-0.21161765,-0.26386553
CAPANNELLE,0.42039138,-0.013131884,-0.74026227,-0.085138775,0.011177689,-0.26397654,0.0050774096,0.1052917,-0.35532764,0.43463054,-0.46914443,0.3265367,-0.26207384,0.51182574,0.24139458,-0.032464925,-0.3055378,0.58748466,-0.0917855,0.8588218,0.6167387,0.43604425,0.05955988,-0.115830086,-0.030004548,0.10660732,-0.14999464,-0.23812363,0.52485543,-0.34744745,-0.071009524,0.42393753,0.4423259,-0.5725891,-0.050804734,0.63330096,0.06905968,-0.16285887,-0.09766444,0.024565507,-0.14620283,0.28608724,0.16159801,0.070054546,0.17410478,0.23125665,0.26294097,0.047813464,0.107992776,-0.4015105,0.039035253,-0.104412474,0.22108217,0.098874815,0.6541914,0.5865035,0.41495836,-0.6761257,0.21030429,0.50242114,-0.16113855,0.16088119,-0.038523592,0.22087821
ROMA AURELIA,0.2525486,0.195593,-0.24743728,0.05008552,0.026039071,-0.50006527,-0.07445791,-0.2078389,-0.20188509,0.36527482,-0.30999354,0.29495883,-0.5642123,0.23642576,0.9410984,0.19921555,-0.010542147,0.045631222,0.29510516,0.75487256,0.59067714,0.45895416,-0.29265696,-0.109768115,-0.048579577,-0.31440303,-0.15030403,-0.2541891,0.13921769,-0.5625311,0.12249323,-0.060013987,0.07618778,-0.37060496,0.09937509,0.41319925,-0.29202074,0.08854092,0.41477162,0.12360414,-0.018801294,-0.111454405,0.020552948,0.06015152,-0.09430921,0.21993856,-0.17572947,0.017724775,0.18004295,0.25519207,-0.14307363,-0.3814263,0.29319894,-0.08247892,0.2513855,0.34787914,0.028130576,-0.15094256,-0.4636986,0.015540254,-0.067741446,0.42388114,-0.26747188,0.46805987
MAZARA DEL VALLO,1.1281682,-0.2143225,-1.0904627,0.62588274,-0.5183025,-0.18011262,-0.26765174,0.116932586,-0.6218644,0.171767,-1.1566075,1.7148689,-0.9473771,0.6499792,0.30570948,-0.5653462,-0.24014579,0.20193593,0.7649505,0.3509213,-0.30788335,0.2800916,0.9449835,-0.027129972,-0.2344547,-0.66611975,0.8717631,-0.6835589,1.4706322,0.31811032,0.041652653,0.28022343,0.0704683,0.03424462,0.018933063,-0.47794074,-0.283215,0.4581559,-0.46592307,0.1750585,0.38820013,0.66349095,0.13079812,-0.95560557,-0.743645,0.019627541,0.46566737,1.1208565,-0.4850877,-0.15146743,0.07220938,-0.9185086,-0.45805395,0.042192135,0.9245471,-0.23440251,-0.04673427,0.21679413,-0.32443026,-0.04749063,-0.63198143,0.16370052,-0.86818165,0.16150567
EGNA-TERMENO,0.6290646,0.5125274,-0.55323756,-0.7776835,-0.20264514,-0.3609545,-0.20762773,0.059759855,-0.5127067,-0.51319855,0.24802075,-0.35620302,-0.5548669,-0.16388616,0.074670546,0.019120818,-0.40351462,0.44299534,-0.05077917,0.24820067,-0.43176708,0.15015711,0.27746612,-0.011522808,-0.574847,0.120031424,0.17295991,-0.50625926,0.45646745,0.3900987,-0.4252352,0.1723441,0.37344417,0.10731428,-0.019625222,-0.1721756,-1.0266137,-0.12259637,-0.029314019,0.0056992616,0.47196478,0.16289476,0.387093,0.046236232,0.17108744,-0.14262846,-0.07627162,0.022950675,0.32663012,0.5534343,-0.07147726,0.1729395,-0.06898857,0.4169279,0.49399266,-0.004911596,-0.54032856,-0.14224675,-0.2996893,-0.18294507,-0.34909227,-0.12520857,0.6128786,0.39380553
S.ROMANO MONTOPOLI S.CROCE,0.23006725,-0.39369464,-0.38526922,0.036243036,0.19138518,-0.4821315,-0.15336396,-0.01827741,-0.70053595,0.009765816,-0.034733776,-0.04358208,-0.37993616,0.11515367,-0.038479026,0.37177408,0.19011344,0.23513721,0.53251094,0.34615555,-0.26858675,0.1158444,-0.075750664,-0.0072662537,0.24368091,0.073988885,-0.010481923,-0.2091991,0.22315672,-0.19077282,-0.4138119,0.13557996,0.39130223,0.3652697,-0.23691428,0.49743852,-0.32188228,0.08043447,0.30532515,0.44453335,-0.07174466,-0.8366224,-0.15606429,-0.17979595,0.0922878,-0.029946154,0.46483606,-0.17133793,-0.25531265,0.047066107,-0.15453288,-1.033484,-0.24021176,0.6353655,0.5779942,0.48646432,0.3363131,0.43492234,-1.0300788,0.23093426,-0.14436953,-0.15077747,-0.1383399,0.26975307
MARCELLINA-PALOMBARA,0.5616982,0.2910722,-0.3545781,-0.3291291,0.45659512,-0.5401763,0.119984865,-0.1028053,-0.48222917,0.73939526,-0.1389212,0.033318892,-0.6805281,-0.0003112135,-0.16127884,0.071498424,-0.07553393,0.49180534,0.19392934,0.8215212,0.10727629,-0.12017754,-0.1223675,-0.4022039,-0.16594037,-0.051492214,-0.0032494827,-0.32611266,0.2094293,-0.036174484,-0.09246888,0.2788094,0.013513254,-0.5949902,-0.30718327,-0.09634327,0.30160612,-0.077618994,0.21360704,0.30094773,0.28447822,-0.12259465,-0.14112319,-0.07231497,0.0130453175,0.23818682,-0.36094078,0.11715777,0.9405644,-0.39528856,0.28245598,-0.26978293,-0.056769222,-0.15905015,0.7701543,0.3795165,-0.028739195,-0.10541252,-0.007056599,-0.22601867,0.18357766,0.2891102,-0.21992113,0.19173189
MI P.GAR.SOTT.,-0.28650978,0.09768212,-0.23278047,0.32198778,-0.24407567,-0.57316196,-0.00668877,-0.49658212,-0.20217648,-0.089725375,-0.17242755,-0.53393483,-0.43179628,0.00021111162,-0.20446214,0.14259073,0.16871282,-0.054425478,0.07887446,0.71496904,0.41135603,0.20910598,0.645366,-0.16121581,-0.9426251,0.04887507,0.024695285,-0.4848424,0.73700273,-0.18573277,-0.3643931,0.2041897,-0.5845953,0.04286783,0.22612692,-0.18243209,-0.0829572,0.34965706,0.029132575,0.27932832,-0.33728933,0.35614422,0.14703803,-0.1802843,-0.1009402,-0.0015097882,0.60760665,-0.16549465,-0.23152868,-0.14493662,0.11869375,0.18204316,-0.058621187,0.76857144,0.32475585,-0.19083841,0.14432451,0.08075953,-0.11602216,-0.48151645,-0.6180532,-0.36550418,-0.10406503,-0.33370158
SASSO MARCONI,0.006511309,0.21667571,0.097079575,0.11417795,0.1871733,-0.17548566,0.021879748,-0.29395634,-0.51794744,0.42474154,-0.20205411,0.8592183,0.12322517,-0.17911652,0.14462142,-0.024068523,-0.4585002,0.07346595,0.29955745,0.2043518,0.20716041,-0.12830302,0.52571934,0.7540362,-1.077552,-0.062492643,-0.122049935,-0.50872964,0.70402485,-0.21755154,-0.2832886,0.1615381,-0.17815605,0.6514042,-0.40612578,-0.13430849,0.11747117,0.18906537,0.44181338,0.043983568,0.3446341,0.24868082,0.5636972,-0.2308668,-0.045576766,-0.2762891,-0.26640937,-0.18765876,0.21032688,-0.106589876,-0.4397469,-0.7022371,-0.27274677,0.26112416,0.5675681,0.12484186,-0.012278647,-0.09550979,-0.8548131,-0.041066978,-0.7485506,-0.59095865,0.54639006,0.44689763
CASARSA,-0.1255798,0.010677722,-0.7509862,-0.0648969,0.41915932,-0.5352791,-0.716838,0.17953648,-0.35533863,-0.319424,-0.014578925,0.41296992,-0.18251128,-0.31062907,0.06368455,-0.27594012,-0.45807943,-0.3290534,0.337449,0.21630672,-0.46192607,0.37757745,-0.6431309,-0.020540286,-0.6927818,-0.31221896,-0.63979363,-0.37653658,0.21619537,-0.08576485,0.19672036,0.4182506,0.08598233,0.17000027,0.68797493,-0.59857106,-0.5257706,0.46037623,0.30104813,-0.56261885,-0.41866943,0.3689939,0.42393023,-0.058654144,0.32375976,-0.34940106,0.73409927,0.40072894,0.56752354,-0.34886116,-0.08621416,-0.22009793,-0.15768503,0.03848383,0.809639,0.7897979,0.27264276,0.0401497,-0.28943098,0.24527967,-0.5313466,-0.12964879,-0.17032439,0.20498258
VERGIATE,-0.07871671,0.02461324,-0.749153,-0.05793567,0.4610365,-0.477384,-0.004517255,0.35065603,-0.5334032,-0.24099559,-0.34748814,-0.20012984,0.0034167045,0.12440121,-0.05522489,0.07984433,-0.033173956,-0.39782593,-0.048144642,0.22398825,-0.29861543,0.040102545,1.1638676,0.16694872,-0.062043786,0.122007735,-0.16541776,-0.19442058,0.687937,0.08960542,0.47041664,-0.052347183,-0.13274129,-0.06649646,-0.06952648,-0.46459094,-0.3633212,0.03927163,0.30364728,0.2689809,-0.49583724,0.6282538,0.17501177,-0.44166923,-0.2622821,0.21942647,0.300285,-0.38090336,-0.04028777,-0.11447625,-0.08839217,-0.2386103,0.3939409,0.10651502,0.95537233,-0.33303314,-0.22226343,0.03723719,-0.39197448,-0.4644108,-0.05870182,-0.82197607,-0.4271449,-0.33094975
VALENZA,-0.057244197,0.2358569,-0.27101323,0.0041418653,-0.21089081,-0.6886207,-0.20616081,0.7573935,0.13472708,-0.22982746,-0.37565908,-0.026498336,-0.24401586,0.15283655,-0.3907465,0.17966752,0.5626996,-0.040804755,0.46719784,0.86859083,-0.27290562,0.3336977,0.6023135,-0.0617865,-0.6086681,-0.057643827,0.68112594,-0.19305316,0.4362407,-0.18120696,-0.4591675,0.26724693,-0.39031288,0.27687386,0.4852579,0.20361088,-0.04814239,0.50961995,0.4839747,0.22530417,-0.7810721,0.04485024,0.795582,-0.08212771,-0.27843407,0.516519,0.047940582,-0.3596218,0.014484554,-0.11435257,0.49588427,-0.5315516,0.3362978,0.80517125,0.29463556,0.13655937,0.24842589,-0.60667723,-0.07787663,-0.77484643,-0.13445087,-0.07109435,-0.14033322,-0.15368703
VERNIO MONTEPIANO CANTAGALLO,0.029351631,0.011217762,0.15887842,-0.43949324,0.29721156,-0.028119247,-0.18945874,0.027926156,-0.4651498,0.54352194,0.05541153,0.21024926,-0.08449409,-0.23086558,-0.15078548,0.29875544,-0.058763858,-0.040303584,0.43982628,0.2851577,0.07743942,-0.4898903,0.6001904,0.045464374,-0.6298738,-0.27114713,-0.120046824,-0.10357477,0.34617817,-0.32765168,-0.19628946,-0.15057652,0.13011083,0.25800776,-0.62266594,0.33957666,-0.3134108,0.062221494,0.3949615,0.23148341,-0.19248326,-0.23053867,0.25711828,-0.024527427,0.47019133,0.050814312,-0.012119897,-0.05868286,-0.026609788,-0.113668166,-0.18148361,-0.5610942,0.06577817,0.47155017,0.4300063,0.079939954,-0.024534002,0.11644007,-0.43155524,0.7261481,-0.47074008,-0.40865055,0.29466555,0.080696754
MELZO,0.066655144,0.027634896,-0.3891807,-0.12824439,-0.023540907,-0.4772937,0.3138093,0.05956594,-0.46360448,-0.48323223,-0.007545771,-0.52657115,-0.26315033,0.13508669,-0.40963465,0.1212315,0.09575214,-0.45632076,0.20085166,0.4165789,0.49767935,0.42450386,0.638922,-0.29786003,-0.6496814,0.06393285,-0.034194767,-0.4942448,0.8045731,-0.48496953,-0.26670146,-0.08435067,-0.36215577,0.3036624,0.02018681,-0.3615894,-0.58362734,0.21987478,-0.09349425,0.4645734,-0.360371,0.23691295,0.56304294,-0.6985055,-0.20826715,0.3187951,0.36073574,0.07454,-0.111779384,-0.013247131,0.08986542,0.47324976,-0.060758997,0.648822,0.36789215,-0.21542403,-0.21754915,0.19522536,0.052937254,-0.6420019,-0.8341085,0.0021612942,-0.16140135,-0.13129097
BARI TORRE A MARE,0.18866546,0.074553505,-0.34349605,-0.23961206,0.9256634,0.32029185,0.3914488,0.34103718,-0.84108555,-0.11317318,-0.06188389,0.30299115,0.022874447,0.11693031,0.3114146,0.3547488,-0.4817152,0.4696288,-0.018441832,0.45567074,-0.13870062,0.17892532,0.084677674,0.17315157,-0.3991542,-0.12266905,0.56650436,0.09948221,0.5697154,0.2387559,0.26651824,-0.05596887,-0.17035079,-0.48046976,0.20494393,0.43473533,-0.08766272,0.12056711,0.016290257,0.04424593,-0.39963576,0.4155715,-0.12250642,-0.29861152,-0.035473883,-0.20646858,0.63485384,-0.74150366,0.75352645,0.37719798,0.1333215,-0.47533134,-0.35626763,-0.0028680195,0.43113813,-0.3908652,-0.21858923,0.09784361,0.031032093,-0.29005343,-0.5791674,0.16202666,-0.33980083,0.119184375
LIVORNO FERRARIS,0.08624186,0.47768807,-0.25020579,-0.26302922,0.88348264,0.032182045,-0.10188252,0.16106029,0.11122103,-0.37278333,-0.561752,-0.042531002,-0.10413215,-0.14198437,0.086631365,0.019945275,0.48790836,-0.3669839,0.47144917,0.6004869,0.011058272,-0.21353278,0.3720199,-0.15503046,-0.6710771,0.040279634,0.36847597,-0.3278861,0.24985461,0.13204241,-0.067727454,0.2912327,-0.52278525,0.3613388,0.72040415,0.7213761,-0.6304074,-0.018206343,0.23552752,0.0865556,-0.75566614,0.44429976,0.9744484,-0.26753357,-0.32547957,0.19102098,0.051755283,-0.36263078,-0.2610757,-0.024714515,0.5978301,-0.5022442,0.18773818,0.5354286,0.6215273,0.22323626,0.07004118,0.11480566,-0.33348265,-0.79478896,-0.026485804,-0.15516603,0.06636495,0.16798244
ALBACINA,0.1715262,0.33355924,0.11259735,-0.13762319,-0.24413635,0.44536516,0.5819229,0.654964,-0.39001724,-0.07064558,-0.39462465,-0.00042552152,-0.5634055,-0.65636164,0.016103093,0.07616073,-0.13788643,0.4453632,0.052674953,0.4294497,0.22139607,0.2956097,0.73429644,0.22157964,-0.4209165,-0.071875684,-0.4994492,0.13632049,0.9292225,-0.21993296,0.08146584,-0.29861715,0.12735645,-0.49228042,0.20206387,0.31864125,-0.2345024,0.49580804,0.65281296,0.08408851,0.03939126,-0.096077435,0.4781087,-0.24951757,0.32825837,-0.40108737,0.026676802,-0.024920829,0.47967616,-0.45980832,0.50695956,-0.19591221,-0.91232824,-0.043085266,0.6024245,0.42476448,-0.4004943,-0.15057085,-0.52207536,-0.16334935,-0.104241505,0.33504206,-0.3327054,0.6577437
PONTE IN VALTELLINA,0.29845852,0.4753502,0.29642463,-0.23057188,0.45471054,-0.0090178605,-0.3026533,-0.08711821,-0.8234068,-0.20036007,-0.6791335,-0.13081896,0.110563405,0.043441277,0.34825248,0.29180104,-0.22297998,-0.45921424,-0.04726055,0.6755559,-0.354799,0.55132324,1.0413477,-0.24294254,-0.10868544,0.073497765,0.20155121,-0.4227492,0.1930406,0.28980017,0.07857484,0.10965505,-0.11046507,-0.21428534,0.048500724,-0.2211394,-0.35051435,0.64037293,-0.07489078,0.073389955,-0.3412724,0.055073265,0.8222284,-0.2814822,0.085929796,0.76135176,0.5342489,-0.20811528,0.42343783,-0.33480936,0.015874675,-0.35666886,-0.33835942,0.14606605,-0.13967179,0.45649883,0.65445745,0.45951352,-0.9106462,-0.15763228,-0.1069491,-0.5869418,-0.067133226,-0.18864045
POMEZIA - S.PALOMBA,0.55497974,0.15024218,-0.41048154,-0.35418728,0.46621847,-0.06335917,-0.10860052,0.38734192,-0.44897562,0.050778173,-0.118613474,-0.030612627,-0.29693508,-0.03629815,0.67139184,0.006426419,-0.19910547,0.212013,0.63310856,0.44606808,0.265018,0.38276845,-0.4706633,0.018953873,-0.18890685,0.06282303,-0.050596967,-0.06474914,0.64240426,-0.25691333,-0.1851642,-0.16229531,-0.1584303,-0.48221672,-0.2890247,0.09717193,0.070558585,-0.24845646,-0.0099765025,-0.27950794,0.011086066,-0.118726715,0.07246884,-0.09375195,-0.023668628,0.0893586,-0.3269125,0.34392086,0.004087463,0.038532857,0.08402432,-0.072779216,0.43306425,0.50417423,0.4258924,0.35961428,-0.102462105,-0.63749593,-0.18512952,0.08910173,0.07517385,0.4236859,-0.29224798,0.16289456
MARRUBIU TERRALBA ARBOREA,-0.6553561,0.15786904,-0.6538847,0.5080389,0.55585355,0.5397392,0.18648523,-0.14527747,-0.1621384,-0.039015457,-0.6848579,0.62043744,-0.854073,0.17713565,0.4253697,0.37249333,-0.29649842,-0.18486176,0.7344763,1.7821819,0.20660244,-0.3809902,-0.15400273,-0.479711,0.03156817,-0.23620357,-0.09817479,-0.5482019,1.203881,1.1221783,0.21225695,0.26522863,0.9109246,-0.008484069,-0.5008643,-0.83293855,-0.4320937,0.2623981,-0.42014375,0.8160821,-0.4043066,0.3016109,0.72926986,0.17313507,-0.48072308,0.14338991,0.07561648,0.26059055,-0.0009914846,-0.1656727,0.99574184,-0.7905656,-0.066238336,-0.101498425,0.44692922,0.9390332,-0.27555975,-0.5302396,-0.14931381,0.07457218,-0.7527079,-0.2349694,-0.70436573,0.8157772
MANOPPELLO,0.37267283,0.8349256,-0.4396976,-0.36815366,0.639741,-0.045676373,0.41669127,-0.26870033,-0.40645197,0.4133202,-0.24397083,0.3586916,-0.9167019,0.46151498,-0.055743773,0.05976663,0.13485943,0.7732149,0.059183434,0.9822975,-0.3347528,-0.017729621,0.26677763,-0.35794276,-0.7607187,0.21542972,0.33406582,0.0012585239,0.6536371,0.17517053,-0.038833365,-0.035523575,-0.31978884,-0.3075993,0.011982406,-0.14486706,0.038267534,0.31244674,0.4759056,0.21629201,0.369054,-0.08024763,-0.07702697,-0.20245335,-0.22149386,-0.14182024,-0.30128813,-0.049705174,1.1174152,-0.6286445,0.19312456,0.5730996,-0.1722793,-0.034432773,1.0420616,0.1731199,-0.081531696,0.4458507,-0.3090651,0.1826369,-0.18504049,0.41047785,-0.35874185,0.38935053
BRESSANA BOTTARONE,0.037894737,0.16763444,-0.03157901,-0.35957006,-0.61767167,-0.34209388,0.13246596,-0.037380967,-0.29601377,0.022716107,0.0047467155,-0.19668414,-0.2891988,-0.55467886,-0.11514696,0.20355164,-0.20306577,-0.16852833,0.37989563,1.0116067,-0.19840576,-0.10122769,0.84689224,-0.25359374,-0.6272883,-0.08313183,-0.056581303,0.047084946,0.19657096,0.066646285,-0.10962635,0.06878994,-0.42873156,0.42824814,0.19594191,-0.34137097,0.4580494,0.23492545,0.123167746,-0.06566919,-0.29612723,0.016537245,0.539557,-0.013732636,-0.091031864,-0.10788846,0.3184171,-0.26692334,0.14035232,0.44715402,0.36298603,-0.27539015,-0.13351494,0.75941324,-0.044465818,0.33227065,0.24226384,-0.05915146,-0.20620343,-0.84965587,-0.33461043,0.032824744,-0.67320883,-0.03319801
POZZUOLI SOLFATARA,-0.46266326,0.2343701,-0.45780507,0.120794155,0.15323013,0.25168955,-0.5350274,-0.03751426,-1.0003747,0.26535136,0.4138726,0.2228977,-0.4053105,-0.05569813,0.2312232,-0.30335796,-0.117538914,-0.52490705,0.40090036,0.7859358,0.06621515,0.37228194,-0.24883659,-0.57284755,-0.3658352,0.35222948,0.10064848,0.29111418,0.7317266,0.2341609,-0.39524394,0.19098762,0.4776382,-0.22629596,-0.19629052,0.38202608,-0.2097712,0.19847831,-0.40586585,0.36079615,-0.47490424,0.27887878,-0.12539959,-0.21913566,0.15966907,0.27628663,-0.057481922,0.44652605,0.30440688,0.22123607,0.72192943,-0.8417663,0.25550652,0.24104121,0.4688927,-0.34523058,0.11374224,-0.5865922,-0.2519976,0.2647691,-0.0052549127,0.18271843,0.10406888,0.37533054
JESI,0.14628707,0.13362558,0.15016893,-0.10586205,0.09290174,0.50875,0.65494674,0.285384,-0.123160765,0.10392963,-0.15195248,-0.10556801,-0.53758335,-0.6174519,-0.058537994,0.18499127,-0.3258162,0.63146967,0.028214999,0.5859322,0.20722564,0.4510008,0.6875355,0.41647366,-0.31812906,0.044230793,-0.5018906,0.015126199,0.8075872,-0.30982864,-0.019528748,-0.054069646,0.114390165,-0.60889167,0.10627794,0.5044986,-0.33954108,0.46208033,0.57526445,0.10988388,-0.14419354,-0.17578202,0.3277573,-0.05330472,0.20041701,-0.11144955,-0.026809948,0.17160968,0.23574392,-0.22954306,0.39872843,-0.069920145,-0.36303726,-0.22674422,0.47901756,0.25264424,-0.2709963,-0.20809893,-0.5172446,-0.17107601,-0.023777759,0.56261396,-0.080567494,0.4870722
SARNO,0.2552798,-0.22883461,0.09625467,0.15503676,0.4253955,-0.0146376835,-0.3574996,-0.15569003,-0.43096647,0.18011732,0.5356469,0.047365196,-0.34249708,0.059490114,0.48765773,0.009555051,-0.18168622,-0.05122688,0.18376586,0.34895796,-0.043595243,0.2411654,0.09385979,-0.24085294,-0.25949866,-0.35385862,0.2872828,0.034617804,0.29081836,-0.006836685,-0.048177034,0.30031845,0.14696796,-0.33184966,0.3326486,0.40340433,-0.44269073,-0.25865188,-0.49968493,0.21845847,0.02877772,0.3572542,0.37330836,0.15159081,-0.09805125,-0.023201715,-0.23094085,0.48107293,0.76380926,0.011696101,0.5022647,-0.71880454,0.4274549,0.471943,-0.019656977,-0.16573413,0.13510428,-0.47853732,-0.46031153,0.34363335,-0.26788163,0.310029,-0.30144015,0.20881182
DEIVA MARINA,-0.27592075,-0.06468135,-0.12184963,-0.38301632,-0.2887868,-0.54290444,-0.17488657,0.0038555835,-0.70268625,0.39734724,-0.4919417,-0.31275916,0.16643019,-0.0632356,0.09316677,0.31272167,-0.18872191,0.5069636,0.49523976,0.27581534,-0.038200445,0.73398614,0.31667325,-0.22232556,0.048951097,-0.35201314,0.22252634,0.039066743,0.057758994,0.13408744,0.5639719,0.3260661,-0.27150774,0.45271504,-0.25395212,0.022241773,-0.37734494,-0.049881574,-0.20263304,0.3331877,-0.34454605,-0.6523051,0.27126303,0.26173228,-0.3289383,-0.33318093,-0.107290596,-0.23464788,-0.20824514,-0.09372864,0.40385312,-0.4692632,0.17709056,0.5065373,0.7855878,0.28615847,0.48967537,0.16699299,-0.42643288,-0.011154811,-0.4798172,0.08825729,0.07865703,-0.039268762
